Ingredient,Substitute,Context,Equivalent
carrot,1 pound rutabaga cooked,"The category is: Roots. Raw or cooked, carrots add sweetness and color to stews, soups, stir-fries, slaws, cakes, and crudité platters, plus they're a great source of Vitamin A. Try to buy them with the greens still attached, they're usually fresher and sweeter that way.",1 pound carrot
carrot,1 pound cauliflower,"The category is: Roots. Raw or cooked, carrots add sweetness and color to stews, soups, stir-fries, slaws, cakes, and crudité platters, plus they're a great source of Vitamin A. Try to buy them with the greens still attached, they're usually fresher and sweeter that way.",1 pound carrot
carrot,1 pound salsify,"The category is: Roots. Raw or cooked, carrots add sweetness and color to stews, soups, stir-fries, slaws, cakes, and crudité platters, plus they're a great source of Vitamin A. Try to buy them with the greens still attached, they're usually fresher and sweeter that way. dip in acidulated water after peeling to prevent them from turning black",1 pound carrot
cashew,1 pound peanut,"The category is: Nuts. These rich, sweet nuts have a toxic shell, so they're almost always sold shelled. Toast them briefly in the oven to boost their flavor. in stir-fry dishes or for making nut butter",1 pound cashew
cashew,1 pound pine nut,"The category is: Nuts. These rich, sweet nuts have a toxic shell, so they're almost always sold shelled. Toast them briefly in the oven to boost their flavor.",1 pound cashew
cashew,1 pound almond,"The category is: Nuts. These rich, sweet nuts have a toxic shell, so they're almost always sold shelled. Toast them briefly in the oven to boost their flavor.",1 pound cashew
cashew,1 pound pecan,"The category is: Nuts. These rich, sweet nuts have a toxic shell, so they're almost always sold shelled. Toast them briefly in the oven to boost their flavor.",1 pound cashew
cashew,1 pound water chestnut,"The category is: Nuts. These rich, sweet nuts have a toxic shell, so they're almost always sold shelled. Toast them briefly in the oven to boost their flavor. in stir-fry dishes",1 pound cashew
caviar,1 pound hackleback roe,"The category is: Caviar & Roe. Over-fishing in the Caspian Sea has greatly depleted sturgeon populations. Please consider using roe from more abundant species until the Caspian Sea sturgeon populations can recover.Caviar is known for its subtle, buttery flavor, sensuous texture, and high price. It should always be served cold.Just as diamonds are rated according to the four Cs, caviar can be evaluated by the three Fs--flavor, firmness, and freshness. The flavor of caviar depends on the sturgeon's species and habitat, and is variously described as buttery, nutty, sweet, fruity, earthy, briny, and even herbaceous. The firmness of each egg determines how the eggs burst when you squeeze them against the roof of your mouth with your tongue. Fresh caviar is considered much better than the pasteurized version.Varieties: (from highest to lowest price) imperial caviar, beluga caviar, ossetra caviar, and sevruga caviar. Imperial caviar is the rarest and most expensive. Beluga caviar is soft, and almost melts in your mouth. Ossetra and sevruga caviars are relatively firm, and will pop when gently squeezed. Within these categories, malossol, or lightly salted caviar, is of higher quality than pressed caviar = payusnaya.If substituting an inferior caviar, consider perking it up with a splash of fresh lemon juice.Equivalents: 2 tablespoons = 1 ounceFresh caviar lasts just over a year if properly stored, though its shelf-life can be extended with heavy salting. Experts claim that some of the fresh caviar that's being sold at bargain prices over the Internet is well past its prime. The color and size of the eggs--called the bead--can help you (and your guests) identify the different varieties of caviar. This black roe comes from American sturgeon.  It's very delicate yet relatively inexpensive",1 pound caviar
caviar,1 pound paddlefish roe,"The category is: Caviar & Roe. Over-fishing in the Caspian Sea has greatly depleted sturgeon populations. Please consider using roe from more abundant species until the Caspian Sea sturgeon populations can recover.Caviar is known for its subtle, buttery flavor, sensuous texture, and high price. It should always be served cold.Just as diamonds are rated according to the four Cs, caviar can be evaluated by the three Fs--flavor, firmness, and freshness. The flavor of caviar depends on the sturgeon's species and habitat, and is variously described as buttery, nutty, sweet, fruity, earthy, briny, and even herbaceous. The firmness of each egg determines how the eggs burst when you squeeze them against the roof of your mouth with your tongue. Fresh caviar is considered much better than the pasteurized version.Varieties: (from highest to lowest price) imperial caviar, beluga caviar, ossetra caviar, and sevruga caviar. Imperial caviar is the rarest and most expensive. Beluga caviar is soft, and almost melts in your mouth. Ossetra and sevruga caviars are relatively firm, and will pop when gently squeezed. Within these categories, malossol, or lightly salted caviar, is of higher quality than pressed caviar = payusnaya.If substituting an inferior caviar, consider perking it up with a splash of fresh lemon juice.Equivalents: 2 tablespoons = 1 ounceFresh caviar lasts just over a year if properly stored, though its shelf-life can be extended with heavy salting. Experts claim that some of the fresh caviar that's being sold at bargain prices over the Internet is well past its prime. The color and size of the eggs--called the bead--can help you (and your guests) identify the different varieties of caviar. This gray roe also comes from American sturgeon.  It resembles sevruga caviar but it's a lot cheaper.",1 pound caviar
caviar,1 pound salmon roe,"The category is: Caviar & Roe. Over-fishing in the Caspian Sea has greatly depleted sturgeon populations. Please consider using roe from more abundant species until the Caspian Sea sturgeon populations can recover.Caviar is known for its subtle, buttery flavor, sensuous texture, and high price. It should always be served cold.Just as diamonds are rated according to the four Cs, caviar can be evaluated by the three Fs--flavor, firmness, and freshness. The flavor of caviar depends on the sturgeon's species and habitat, and is variously described as buttery, nutty, sweet, fruity, earthy, briny, and even herbaceous. The firmness of each egg determines how the eggs burst when you squeeze them against the roof of your mouth with your tongue. Fresh caviar is considered much better than the pasteurized version.Varieties: (from highest to lowest price) imperial caviar, beluga caviar, ossetra caviar, and sevruga caviar. Imperial caviar is the rarest and most expensive. Beluga caviar is soft, and almost melts in your mouth. Ossetra and sevruga caviars are relatively firm, and will pop when gently squeezed. Within these categories, malossol, or lightly salted caviar, is of higher quality than pressed caviar = payusnaya.If substituting an inferior caviar, consider perking it up with a splash of fresh lemon juice.Equivalents: 2 tablespoons = 1 ounceFresh caviar lasts just over a year if properly stored, though its shelf-life can be extended with heavy salting. Experts claim that some of the fresh caviar that's being sold at bargain prices over the Internet is well past its prime. The color and size of the eggs--called the bead--can help you (and your guests) identify the different varieties of caviar. This has large orange eggs and a bolder flavor than caviar",1 pound caviar
caviar,1 pound lumpfish roe,"The category is: Caviar & Roe. Over-fishing in the Caspian Sea has greatly depleted sturgeon populations. Please consider using roe from more abundant species until the Caspian Sea sturgeon populations can recover.Caviar is known for its subtle, buttery flavor, sensuous texture, and high price. It should always be served cold.Just as diamonds are rated according to the four Cs, caviar can be evaluated by the three Fs--flavor, firmness, and freshness. The flavor of caviar depends on the sturgeon's species and habitat, and is variously described as buttery, nutty, sweet, fruity, earthy, briny, and even herbaceous. The firmness of each egg determines how the eggs burst when you squeeze them against the roof of your mouth with your tongue. Fresh caviar is considered much better than the pasteurized version.Varieties: (from highest to lowest price) imperial caviar, beluga caviar, ossetra caviar, and sevruga caviar. Imperial caviar is the rarest and most expensive. Beluga caviar is soft, and almost melts in your mouth. Ossetra and sevruga caviars are relatively firm, and will pop when gently squeezed. Within these categories, malossol, or lightly salted caviar, is of higher quality than pressed caviar = payusnaya.If substituting an inferior caviar, consider perking it up with a splash of fresh lemon juice.Equivalents: 2 tablespoons = 1 ounceFresh caviar lasts just over a year if properly stored, though its shelf-life can be extended with heavy salting. Experts claim that some of the fresh caviar that's being sold at bargain prices over the Internet is well past its prime. The color and size of the eggs--called the bead--can help you (and your guests) identify the different varieties of caviar. This is cheaper, but much saltier and not as delicate",1 pound caviar
caviar,1 pound bowfin roe,"The category is: Caviar & Roe. Over-fishing in the Caspian Sea has greatly depleted sturgeon populations. Please consider using roe from more abundant species until the Caspian Sea sturgeon populations can recover.Caviar is known for its subtle, buttery flavor, sensuous texture, and high price. It should always be served cold.Just as diamonds are rated according to the four Cs, caviar can be evaluated by the three Fs--flavor, firmness, and freshness. The flavor of caviar depends on the sturgeon's species and habitat, and is variously described as buttery, nutty, sweet, fruity, earthy, briny, and even herbaceous. The firmness of each egg determines how the eggs burst when you squeeze them against the roof of your mouth with your tongue. Fresh caviar is considered much better than the pasteurized version.Varieties: (from highest to lowest price) imperial caviar, beluga caviar, ossetra caviar, and sevruga caviar. Imperial caviar is the rarest and most expensive. Beluga caviar is soft, and almost melts in your mouth. Ossetra and sevruga caviars are relatively firm, and will pop when gently squeezed. Within these categories, malossol, or lightly salted caviar, is of higher quality than pressed caviar = payusnaya.If substituting an inferior caviar, consider perking it up with a splash of fresh lemon juice.Equivalents: 2 tablespoons = 1 ounceFresh caviar lasts just over a year if properly stored, though its shelf-life can be extended with heavy salting. Experts claim that some of the fresh caviar that's being sold at bargain prices over the Internet is well past its prime. The color and size of the eggs--called the bead--can help you (and your guests) identify the different varieties of caviar. This black roe is cheaper, but not as delicate as caviar",1 pound caviar
celery,1 pound carrot,"The category is: Stalk Vegetables. Raw celery is flavorful and wonderfully crunchy, and it's a great vehicle for dips or fillings like peanut butter or cream cheese.  Celery can also be sautéed and used to flavor soups, stews, and sauces.  A bunch or stalk of celery consists of a dozen or so individual ribs, with the tender innermost ribs called the celery heart. for snacking",1 pound celery
celery,1 pound fennel,"The category is: Stalk Vegetables. Raw celery is flavorful and wonderfully crunchy, and it's a great vehicle for dips or fillings like peanut butter or cream cheese.  Celery can also be sautéed and used to flavor soups, stews, and sauces.  A bunch or stalk of celery consists of a dozen or so individual ribs, with the tender innermost ribs called the celery heart. takes longer to cook",1 pound celery
celery,1 pound Chinese celery,"The category is: Stalk Vegetables. Raw celery is flavorful and wonderfully crunchy, and it's a great vehicle for dips or fillings like peanut butter or cream cheese.  Celery can also be sautéed and used to flavor soups, stews, and sauces.  A bunch or stalk of celery consists of a dozen or so individual ribs, with the tender innermost ribs called the celery heart. This is a good substitute if the celery is to be cooked; Chinese celery has a more intense flavor than conventional celery.",1 pound celery
celery,1 pound bok choy,"The category is: Stalk Vegetables. Raw celery is flavorful and wonderfully crunchy, and it's a great vehicle for dips or fillings like peanut butter or cream cheese.  Celery can also be sautéed and used to flavor soups, stews, and sauces.  A bunch or stalk of celery consists of a dozen or so individual ribs, with the tender innermost ribs called the celery heart. raw or cooked",1 pound celery
celery,1 pound cardoon,"The category is: Stalk Vegetables. Raw celery is flavorful and wonderfully crunchy, and it's a great vehicle for dips or fillings like peanut butter or cream cheese.  Celery can also be sautéed and used to flavor soups, stews, and sauces.  A bunch or stalk of celery consists of a dozen or so individual ribs, with the tender innermost ribs called the celery heart. for cooking",1 pound celery
celery,1 pound jicama,"The category is: Stalk Vegetables. Raw celery is flavorful and wonderfully crunchy, and it's a great vehicle for dips or fillings like peanut butter or cream cheese.  Celery can also be sautéed and used to flavor soups, stews, and sauces.  A bunch or stalk of celery consists of a dozen or so individual ribs, with the tender innermost ribs called the celery heart. for snacking or crudités",1 pound celery
celery leaves,1 cup Bibb lettuce,The category is: Stalk Vegetables.,1 cup celery leaves
celery leaves,1 cup Boston lettuce,The category is: Stalk Vegetables.,1 cup celery leaves
celery leaves,1 cup parsley,The category is: Stalk Vegetables.,1 cup celery leaves
celery leaves,1 cup celery seed,The category is: Stalk Vegetables.,1 cup celery leaves
celery leaves,1 cup fenugreek leaves,The category is: Stalk Vegetables.,1 cup celery leaves
celery leaves,1 cup lovage,The category is: Stalk Vegetables.,1 cup celery leaves
celery leaves,1 cup trefoil,The category is: Stalk Vegetables.,1 cup celery leaves
Cheddar,1 pound Colby,"The category is: Semi-Firm Cheeses. The curds of many English cow's milk cheeses are ""cheddared"" or cut them into slabs and stacked to allow whey to drain off. Some cheddars have more lactose in them, making them ""sharp"" or acidic. Less sharp cheddars are often labeled ""mild"" or ""medium."" England supplies many fine Cheddars, as does Vermont and Tillamook, Oregon.",1 pound Cheddar
Cheddar,1 pound Cheshire,"The category is: Semi-Firm Cheeses. The curds of many English cow's milk cheeses are ""cheddared"" or cut them into slabs and stacked to allow whey to drain off. Some cheddars have more lactose in them, making them ""sharp"" or acidic. Less sharp cheddars are often labeled ""mild"" or ""medium."" England supplies many fine Cheddars, as does Vermont and Tillamook, Oregon.",1 pound Cheddar
Cheddar,1 pound American cheese,"The category is: Semi-Firm Cheeses. The curds of many English cow's milk cheeses are ""cheddared"" or cut them into slabs and stacked to allow whey to drain off. Some cheddars have more lactose in them, making them ""sharp"" or acidic. Less sharp cheddars are often labeled ""mild"" or ""medium."" England supplies many fine Cheddars, as does Vermont and Tillamook, Oregon.",1 pound Cheddar
Cheddar,1 pound tofu amber,"The category is: Semi-Firm Cheeses. The curds of many English cow's milk cheeses are ""cheddared"" or cut them into slabs and stacked to allow whey to drain off. Some cheddars have more lactose in them, making them ""sharp"" or acidic. Less sharp cheddars are often labeled ""mild"" or ""medium."" England supplies many fine Cheddars, as does Vermont and Tillamook, Oregon. ""Tofu Rella"" Amber (a soy-based cheese substitute; use in melted cheese dishes)",1 pound Cheddar
Cheddar,1 pound nutritional yeast,"The category is: Semi-Firm Cheeses. The curds of many English cow's milk cheeses are ""cheddared"" or cut them into slabs and stacked to allow whey to drain off. Some cheddars have more lactose in them, making them ""sharp"" or acidic. Less sharp cheddars are often labeled ""mild"" or ""medium."" England supplies many fine Cheddars, as does Vermont and Tillamook, Oregon.",1 pound Cheddar
Cheddar,1 pound white miso,"The category is: Semi-Firm Cheeses. The curds of many English cow's milk cheeses are ""cheddared"" or cut them into slabs and stacked to allow whey to drain off. Some cheddars have more lactose in them, making them ""sharp"" or acidic. Less sharp cheddars are often labeled ""mild"" or ""medium."" England supplies many fine Cheddars, as does Vermont and Tillamook, Oregon.",1 pound Cheddar
Cheddar,1 pound cheese substitutes,"The category is: Semi-Firm Cheeses. The curds of many English cow's milk cheeses are ""cheddared"" or cut them into slabs and stacked to allow whey to drain off. Some cheddars have more lactose in them, making them ""sharp"" or acidic. Less sharp cheddars are often labeled ""mild"" or ""medium."" England supplies many fine Cheddars, as does Vermont and Tillamook, Oregon.",1 pound Cheddar
chestnut,1 pound breadnut seeds,"The category is: Nuts. These sweet, starchy, low-fat nuts are quite common in southern Europe, where people eat them hot from the roaster, or add them to soups, stuffing, and desserts. They appear fresh in the fall and winter, but you can find them dried, vacuum-packed, or canned throughout the year. Before you can eat them, fresh chestnuts need to be boiled or roasted, and then shelled and peeled. To roast them, cut an X into each shell (to allow steam to escape) and bake them in a 400° oven for about twenty minutes. While they're still warm, peel off both the shell and the furry skin surrounding each nut. Alternatively, boil the chestnuts for about 15 minutes, then remove them from the water with a slotted spoon. Peel off the shells and put the nuts back in the boiling water for another minute, then remove them again and peel off the skins. Select fresh chestnuts that are shiny and heavy for their size. Store them in the refrigerator and use them within a week or so. Don't confuse chestnuts with water chestnuts, which are completely different.",1 pound chestnut
chestnut,1 pound jackfruit seed,"The category is: Nuts. These sweet, starchy, low-fat nuts are quite common in southern Europe, where people eat them hot from the roaster, or add them to soups, stuffing, and desserts. They appear fresh in the fall and winter, but you can find them dried, vacuum-packed, or canned throughout the year. Before you can eat them, fresh chestnuts need to be boiled or roasted, and then shelled and peeled. To roast them, cut an X into each shell (to allow steam to escape) and bake them in a 400° oven for about twenty minutes. While they're still warm, peel off both the shell and the furry skin surrounding each nut. Alternatively, boil the chestnuts for about 15 minutes, then remove them from the water with a slotted spoon. Peel off the shells and put the nuts back in the boiling water for another minute, then remove them again and peel off the skins. Select fresh chestnuts that are shiny and heavy for their size. Store them in the refrigerator and use them within a week or so. Don't confuse chestnuts with water chestnuts, which are completely different.",1 pound chestnut
chestnut,1 pound chufa,"The category is: Nuts. These sweet, starchy, low-fat nuts are quite common in southern Europe, where people eat them hot from the roaster, or add them to soups, stuffing, and desserts. They appear fresh in the fall and winter, but you can find them dried, vacuum-packed, or canned throughout the year. Before you can eat them, fresh chestnuts need to be boiled or roasted, and then shelled and peeled. To roast them, cut an X into each shell (to allow steam to escape) and bake them in a 400° oven for about twenty minutes. While they're still warm, peel off both the shell and the furry skin surrounding each nut. Alternatively, boil the chestnuts for about 15 minutes, then remove them from the water with a slotted spoon. Peel off the shells and put the nuts back in the boiling water for another minute, then remove them again and peel off the skins. Select fresh chestnuts that are shiny and heavy for their size. Store them in the refrigerator and use them within a week or so. Don't confuse chestnuts with water chestnuts, which are completely different.",1 pound chestnut
chestnut,1 pound hazelnut,"The category is: Nuts. These sweet, starchy, low-fat nuts are quite common in southern Europe, where people eat them hot from the roaster, or add them to soups, stuffing, and desserts. They appear fresh in the fall and winter, but you can find them dried, vacuum-packed, or canned throughout the year. Before you can eat them, fresh chestnuts need to be boiled or roasted, and then shelled and peeled. To roast them, cut an X into each shell (to allow steam to escape) and bake them in a 400° oven for about twenty minutes. While they're still warm, peel off both the shell and the furry skin surrounding each nut. Alternatively, boil the chestnuts for about 15 minutes, then remove them from the water with a slotted spoon. Peel off the shells and put the nuts back in the boiling water for another minute, then remove them again and peel off the skins. Select fresh chestnuts that are shiny and heavy for their size. Store them in the refrigerator and use them within a week or so. Don't confuse chestnuts with water chestnuts, which are completely different. for stuffing poultry",1 pound chestnut
chestnut,1 pound pecan,"The category is: Nuts. These sweet, starchy, low-fat nuts are quite common in southern Europe, where people eat them hot from the roaster, or add them to soups, stuffing, and desserts. They appear fresh in the fall and winter, but you can find them dried, vacuum-packed, or canned throughout the year. Before you can eat them, fresh chestnuts need to be boiled or roasted, and then shelled and peeled. To roast them, cut an X into each shell (to allow steam to escape) and bake them in a 400° oven for about twenty minutes. While they're still warm, peel off both the shell and the furry skin surrounding each nut. Alternatively, boil the chestnuts for about 15 minutes, then remove them from the water with a slotted spoon. Peel off the shells and put the nuts back in the boiling water for another minute, then remove them again and peel off the skins. Select fresh chestnuts that are shiny and heavy for their size. Store them in the refrigerator and use them within a week or so. Don't confuse chestnuts with water chestnuts, which are completely different. for stuffing poultry",1 pound chestnut
cilantro,1 dash coriander seeds ground + 1 pound Italian parsley,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant If you like, add some mint or lemon juice or a dash of ground coriander.",1 pound cilantro
cilantro,0.5 cups parsley + 0.5 cups mint,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant",1 cup cilantro
cilantro,1 cup parsley + 1 dash lemon juice,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant",1 cup cilantro
cilantro,1 pound papalo,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant similar flavor, but more pungent",1 pound cilantro
cilantro,1 dash coriander seeds + 1 cup parsley,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant",1 cup cilantro
cilantro,1 cup celery leaves,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant",1 cup cilantro
cilantro,1 pound dill leaf,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant especially in Thai seafood dishes",1 pound cilantro
cilantro,1 pound basil,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant",1 pound cilantro
cilantro,1 pound chives,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant",1 pound cilantro
cilantro,1 pound mint,"The category is: Global herbs. Cilantro leaves are used throughout the world as a fragrant herb.  Hispanic cooks use it in salsas, Asians in stir-fries, and Indians in curries.  The seeds (called coriander seeds), stems, and roots of the plant are also used.  Cilantro doesn't cook very well, so always add it to hot dishes at the last minute.  Don't confuse cilantro with Italian parsley, which looks just like it but isn't nearly as fragrant",1 pound cilantro
cinnamon,1 tablespoon nutmeg,"The category is: Global Spices. With its warm, sweet flavor, cinnamon is one of the biggest workhorses on the spice shelf. Cooks often use it to flavor baked goods and drinks, but cinnamon also works wonders in stews and sauces. The best cinnamon is Ceylon cinnamon = canela = Sri Lanka cinnamon = true cinnamon. Indonesian cinnamon has a similar taste, but larger quills. Much of the cinnamon sold in the United States is cassia cinnamon, which isn't as well regarded.",1 tablespoon cinnamon
cinnamon,1 tablespoon allspice,"The category is: Global Spices. With its warm, sweet flavor, cinnamon is one of the biggest workhorses on the spice shelf. Cooks often use it to flavor baked goods and drinks, but cinnamon also works wonders in stews and sauces. The best cinnamon is Ceylon cinnamon = canela = Sri Lanka cinnamon = true cinnamon. Indonesian cinnamon has a similar taste, but larger quills. Much of the cinnamon sold in the United States is cassia cinnamon, which isn't as well regarded.",1 tablespoon cinnamon
cinnamon,1 tablespoon apple pie spice,"The category is: Global Spices. With its warm, sweet flavor, cinnamon is one of the biggest workhorses on the spice shelf. Cooks often use it to flavor baked goods and drinks, but cinnamon also works wonders in stews and sauces. The best cinnamon is Ceylon cinnamon = canela = Sri Lanka cinnamon = true cinnamon. Indonesian cinnamon has a similar taste, but larger quills. Much of the cinnamon sold in the United States is cassia cinnamon, which isn't as well regarded.",1 tablespoon cinnamon
cinnamon,1 tablespoon coriander seeds,"The category is: Global Spices. With its warm, sweet flavor, cinnamon is one of the biggest workhorses on the spice shelf. Cooks often use it to flavor baked goods and drinks, but cinnamon also works wonders in stews and sauces. The best cinnamon is Ceylon cinnamon = canela = Sri Lanka cinnamon = true cinnamon. Indonesian cinnamon has a similar taste, but larger quills. Much of the cinnamon sold in the United States is cassia cinnamon, which isn't as well regarded.",1 tablespoon cinnamon
cinnamon cap mushroom,1 pound shiitake mushroom,The category is: Mushrooms. Cinnamon cap mushrooms have a firm texture and an earthy flavor.,1 pound cinnamon cap mushroom
cinnamon extract,1 teaspoon cinnamon oil,"The category is: Extracts and Flavoring Oils. One part flavoring oil is roughly equivalent to four parts extract, but this may vary according to the products used.  To be safe, begin by substituting 1/8 teaspoon of oil per teaspoon of extract, then add more drops of oil until you're satisfied with the flavor.",4 teaspoons cinnamon extract
cinnamon oil,4 teaspoons cinnamon extract,"The category is: Extracts and Flavoring Oils. This is sometimes used as a home remedy for toothaches, but cooks also use it to make hard candies and cinnamon apples. Extracts evaporate easily, and therefore can't withstand high heat or prolonged cooking.   Four units of extract is roughly equivalent to one unit of flavoring oil, but this may vary according to the products used.   Begin by substituting two units of extract per unit of flavoring oil, then add more extract until you're satisfied with the flavor.",1 teaspoon cinnamon oil
cinnamon sugar,1 ounce cinnamon + 7 ounces sugar,The category is: Sugars. Mix together 7 parts granulated sugar and 1 part cinnamon.,8 ounces cinnamon sugar
cocoa,1 pound carob,"The category is: Chocolate. Cocoa is similar to unsweetened chocolate, only it's in powdered form and has less cocoa butter. Cooks like it because it allows them to make low-fat goodies, or to use fats other than cocoa butter. Cocoa's also used to dust candies and cakes. Dutched cocoa = Dutch process cocoa = European process cocoa is treated with an alkali, making it milder yet richer-tasting. It's the preferred cocoa for beverages and frozen desserts, and for dusting baked goods. Recipes for baked goods usually intend for you to use natural cocoa = American cocoa = regular cocoa = nonalkalized cocoa, which is more acidic than Dutched cocoa. You can often substitute one type of cocoa for the other, but if the recipe includes baking soda, it may be counting on the acid in natural cocoa in order to react. Don't confuse cocoa powder, which is bitter, with instant cocoa mixes, which are sweetened. Most cookbooks call for carob to be substituted for cocoa measure for measure, but since carob has a milder flavor, you might want to use more.  Carob powder tends to lump, so mix it into a paste first with a bit of liquid.  It also burns more easily than cocoa powder, so reduce the oven temperature by 25 degrees.",1 pound cocoa
cocoa,1 ounce unsweetened chocolate,"The category is: Chocolate. Cocoa is similar to unsweetened chocolate, only it's in powdered form and has less cocoa butter. Cooks like it because it allows them to make low-fat goodies, or to use fats other than cocoa butter. Cocoa's also used to dust candies and cakes. Dutched cocoa = Dutch process cocoa = European process cocoa is treated with an alkali, making it milder yet richer-tasting. It's the preferred cocoa for beverages and frozen desserts, and for dusting baked goods. Recipes for baked goods usually intend for you to use natural cocoa = American cocoa = regular cocoa = nonalkalized cocoa, which is more acidic than Dutched cocoa. You can often substitute one type of cocoa for the other, but if the recipe includes baking soda, it may be counting on the acid in natural cocoa in order to react. Don't confuse cocoa powder, which is bitter, with instant cocoa mixes, which are sweetened. One ounce of unsweetened baking chocolate = 3 tablespoons cocoa plus 1 tablespoon butter or oil.",3 tablespoons cocoa
cocoa butter,1 pound Chocolate,"The category is: Chocolate. Pastry chefs add this to chocolate to thin it, usually so that they can pour a thinner coating on a cake.",1 pound cocoa butter
coconut,1 pound Brazil nut,"The category is: Common Tropical Fruit. The most common form of coconut in markets is the dry coconut, with a hard brown shell surrounding firm coconut meat with liquid in the center.  Green coconuts = water coconuts are young coconuts with very soft meat inside.  They're more often found in the tropics.   Select coconuts that are free of cracks or mold, that are heavy for their size, and that have lots of water in them when you shake them.  To crack one, hit it along its equator with a blunt instrument, pouring off the water when the first crack appears.",1 pound coconut
coconut,1 pound macadamia nut,"The category is: Common Tropical Fruit. The most common form of coconut in markets is the dry coconut, with a hard brown shell surrounding firm coconut meat with liquid in the center.  Green coconuts = water coconuts are young coconuts with very soft meat inside.  They're more often found in the tropics.   Select coconuts that are free of cracks or mold, that are heavy for their size, and that have lots of water in them when you shake them.  To crack one, hit it along its equator with a blunt instrument, pouring off the water when the first crack appears.",1 pound coconut
coconut butter,1 cup grated coconut,"The category is: Non-dairy Milks & Creams. Toast grated coconut over low heat in a frying pan until lightly browned, then whirl it (while still hot) in a blender until it has the consistency of a smooth paste.",1 cup coconut butter
coconut cream,1 pound grated coconut,The category is: Non-dairy Milks & Creams. Don't confuse this with cream of coconut. Strain out liquid,1 cup coconut cream
coconut cream,1 cup grated coconut squeeze,"The category is: Non-dairy Milks & Creams. Don't confuse this with cream of coconut. To make your own:  Squeeze liquid from freshly grated coconut through a damp cloth, let cream rise to the top OR let canned (thick, not artificially emulsified) coconut milk stand and separate, use thicker cream at top",0.25 cups coconut cream
coconut cream,3 cups coconut milk not emulsified,"The category is: Non-dairy Milks & Creams. Don't confuse this with cream of coconut. let canned (thick, not artificially emulsified) coconut milk stand and separate, use thicker cream at top",1 cup coconut cream
coconut cream,1 cup coconut milk,The category is: Non-dairy Milks & Creams. Don't confuse this with cream of coconut.,1 cup coconut cream
coconut cream,1 teaspoon coconut extract + 1 cup cream,The category is: Non-dairy Milks & Creams. Don't confuse this with cream of coconut.,1 cup coconut cream
coconut cream,1 cup cream,The category is: Non-dairy Milks & Creams. Don't confuse this with cream of coconut.,1 cup coconut cream
